# FILE : ModelRXH_Scaled.dat
# Contains parameterisations for imaginary frequency
# polarizability model
#    alpha(i\omega)=a_1/(\omega^2+O_1^2) + a_1/(\omega^2+O_1^2)
#
# If you use this data please cite
#   Gould T. and Bucko T., J. Chem. Theory Comput., 2016, 12 (8), pp 3603–3613
#
# =============================================================
# Z N C6 a1 O1 a2 O2
22 20      196   2.0991   0.2667  17.9009   4.5455
22 21      325   1.3342   0.1693  19.6658   3.2550
22 22     1204   2.1674   0.1474  19.8326   3.0018
22 23     6225   1.6749   0.0722  21.3251   1.6044
23 20     91.0   2.0650   0.3426  17.9350   5.5208
23 21      157   2.1159   0.2897  18.8841   4.8004
23 22      252   1.3766   0.1891  20.6234   3.5061
23 23      956   2.1574   0.1591  20.8426   3.1992
23 24     1066   2.2648   0.1593  21.7352   2.9567
24 21     57.2   1.1596   0.2822  19.8404   4.8662
24 22      105   1.2510   0.2413  20.7490   4.2268
24 23      231   1.3958   0.1974  21.6042   3.5966
24 24      713   1.5449   0.1428  22.4551   2.9006
24 25   596123   6.1068   0.0923  18.8932   0.0923
25 22     60.7   2.0618   0.3947  19.9382   6.2026
25 23      104   2.1260   0.3358  20.8740   5.4612
25 24      156   1.4016   0.2266  22.5984   4.1105
25 25      636   2.1068   0.1799  22.8932   3.6919
25 26     5540   1.5428   0.0704  24.4572   2.0460
26 23     53.5   2.0567   0.4126  20.9433   6.4557
26 24     91.2   2.1227   0.3515  21.8773   5.7084
26 25      131   1.4120   0.2420  23.5880   4.3516
26 26      548   2.1017   0.1890  23.8983   3.8829
26 27    11255   1.0708   0.0436  25.9292   1.5743
27 24     45.6   2.0583   0.4360  21.9417   6.8828
27 25     77.6   2.1252   0.3717  22.8748   6.1155
27 26      109   1.4182   0.2589  24.5818   4.6893
27 27      462   2.1002   0.2000  24.8998   4.2031
27 28    10595   1.0573   0.0440  26.9427   1.7139
28 25     39.0   2.0558   0.4599  22.9442   7.3136
28 26     66.0   2.1298   0.3936  23.8702   6.5128
28 27     91.3   1.4161   0.2747  25.5839   5.0289
28 28      392   2.0911   0.2107  25.9089   4.5035
28 29     9677   1.0691   0.0456  27.9309   1.8725
29 26     20.7   1.2155   0.4176  24.7845   7.0427
29 27     36.2   1.3167   0.3621  25.6833   6.2480
29 28     77.1   1.4121   0.2905  26.5879   5.3830
29 29      264   1.3732   0.1849  27.6268   4.2570
29 30     8640   1.0830   0.0477  28.9170   2.0435
30 27     27.3   2.0589   0.5207  24.9411   8.3794
30 28     46.0   2.1359   0.4461  25.8641   7.4985
30 29     63.1   1.4001   0.3090  27.5999   5.8486
30 30      276   2.0665   0.2351  27.9335   5.2282
31 28     78.2   2.1547   0.3738  25.8453   6.5895
31 29     78.1   2.1655   0.3747  26.8345   6.7899
31 30     78.2   2.1759   0.3755  27.8241   6.9893
31 31      445   2.2117   0.2083  28.7883   5.0488
31 32    12221   1.0455   0.0419  30.9545   1.5872
32 29     36.0   2.1293   0.4842  26.8707   8.1144
32 30     36.1   2.1412   0.4853  27.8588   8.3522
